cube_id,exit_code,wall_seconds
z04480_y03968_x01792,0,28.09
z04480_y03840_x03584,0,35.34
z04480_y03712_x03200,0,57.72
z04480_y03968_x02944,0,20.92
z04480_y03968_x03968,0,11.39
z04480_y03968_x03840,0,18.53
z04480_y03712_x03328,0,66.41
z04480_y03968_x02816,0,29.64
z04480_y03968_x03712,0,23.27
z04480_y04096_x02176,0,15.76
z04480_y03968_x04096,0,19.63
z04480_y03968_x03456,0,28.03
z04480_y03968_x01920,0,41.11
z04480_y03968_x03584,0,28.34
z04480_y03840_x02432,0,55.03
z04480_y04096_x02048,0,18.36
z04480_y03968_x03328,0,32.59
z04480_y04096_x02304,0,20.95
z04480_y03968_x02560,0,41.89
z04480_y04096_x02432,0,24.42
z04480_y03968_x03072,0,41.89
z04480_y04096_x02816,0,24.94
z04480_y04096_x03072,0,23.84
z04480_y03968_x02432,0,48.04
