group,color,action,charts,faces,vertices,mean_radius,radius_spread,circumference,wraps,shift_u,shift_v,overlap_before,overlap_after,intra_overlap,intra_wrongwind
47,#987c60,settled,1,11,11,690.217,27.4132,4336.76,0,0,0,226,226,0,0
48,#61d287,settled,2,126,92,699.226,59.2663,4393.36,0,0,0,0,0,21,0
49,#dd73ae,settled,3,350,227,516.195,82.5211,3243.35,0,0,0,0,0,10,0
50,#a5c8d4,settled,1,30,26,454.12,12.1425,2853.32,0,0,0,0,0,0,0
51,#6e6b48,settled,1,8,9,457.782,10.1308,2876.33,0,0,0,0,0,0,0
52,#eabf6f,settled,1,71,47,464.852,10.1989,2920.75,0,0,0,0,0,0,0
53,#b36296,settled,2,386,243,420.261,11.9168,2640.58,0,0,0,798,798,0,0
54,#7bb7bd,settled,1,74,50,392.824,16.0269,2468.19,0,0,0,692,692,0,0
55,#4459e4,settled,1,9,11,419.597,1.0662,2636.41,0,0,0,0,0,0,0
56,#c0ae57,settled,2,137,100,416.007,11.4319,2613.85,0,0,0,382,382,0,0
57,#89507e,settled,1,254,156,429.138,10.1212,2696.35,0,0,0,0,0,0,0
58,#51a5a5,settled,1,47,43,433.856,2.24841,2726,0,0,0,0,0,0,0
59,#cd47cc,settled,1,8,9,420.885,1.81249,2644.5,0,0,0,0,0,0,0
60,#969c3f,settled,1,26,24,423.45,2.93575,2660.62,0,0,0,0,0,0,0
61,#5ff266,settled,1,18,17,424.13,2.03408,2664.89,0,0,0,0,0,0,0
62,#db938d,settled,1,7,9,454.838,4.13897,2857.83,0,0,0,0,0,0,0
63,#a3e9b3,settled,1,15,16,450.844,5.46798,2832.73,0,0,0,0,0,0,0
64,#6c8bdb,settled,1,28,23,420.816,2.37626,2644.07,0,0,0,150,150,0,0
65,#e8e04e,settled,1,18,16,418.413,2.31704,2628.97,0,0,0,0,0,0,0
66,#b18275,settled,2,50,51,484.013,55.5335,3041.14,0,0,0,1013,1013,0,0
67,#79d79c,settled,1,42,38,441.856,7.65747,2776.27,0,0,0,313,313,0,0
68,#4279c3,settled,1,19,17,427.479,0.995409,2685.93,0,0,0,101,101,0,0
69,#becee9,settled,1,43,33,424.23,4.08843,2665.52,0,0,0,0,0,0,0
70,#87705d,settled,1,29,25,425.787,2.01408,2675.3,0,0,0,147,147,0,0
71,#4fc684,settled,1,15,16,422.015,2.71115,2651.6,0,0,0,64,64,0,0
72,#cb67ab,settled,1,14,14,422.73,1.79617,2656.09,0,0,0,60,60,0,0
73,#94bdd2,settled,1,75,50,420.463,7.24139,2641.85,0,0,0,0,0,0,0
74,#5d5f46,settled,1,12,13,550.211,8.67106,3457.08,0,0,0,0,0,0,0
75,#d9b36c,settled,1,386,235,546.203,3.42538,3431.9,0,0,0,0,0,0,0
76,#a15693,settled,1,8,8,550.472,11.1805,3458.72,0,0,0,41,41,0,0
77,#6aabba,settled,1,117,85,549.733,4.38478,3454.07,0,0,0,41,41,0,0
78,#e64de1,settled,1,41,30,531.35,3.48876,3338.57,0,0,0,0,0,0,0
79,#afa254,settled,1,55,50,506.059,20.615,3179.66,0,0,0,0,0,0,0
80,#77447b,settled,1,31,27,536.025,2.97588,3367.94,0,0,0,0,0,0,0
81,#409aa2,settled,1,36,29,509.671,4.62403,3202.36,0,0,0,0,0,0,0
82,#bceec8,settled,427,88974,52500,727.237,499.931,4569.36,0,0,0,18242,18242,370029,329588
83,#8590f0,settled,1,124,79,706.61,69.4557,4439.76,0,0,0,11,11,0,0
84,#4de663,settled,1,48,34,609.115,23.9106,3827.18,0,0,0,178,178,0,0
85,#c9878a,settled,1,7,9,637.931,17.5852,4008.24,0,0,0,0,0,0,0
86,#92ddb1,settled,1,65,47,620.052,22.6802,3895.9,0,0,0,178,178,0,0
87,#5b7fd8,settled,1,70,50,534.828,36.2106,3360.42,0,0,0,0,0,0,0
88,#d6d44b,settled,1,133,81,541.493,7.09295,3402.3,0,0,0,0,0,0,0
89,#9f7672,settled,1,76,50,542.681,21.4697,3409.76,0,0,0,0,0,0,0
90,#68cb99,settled,1,52,38,580.171,5.62326,3645.32,0,0,0,0,0,0,0
91,#e46dc0,settled,1,23,18,624.504,3.0471,3923.88,0,0,0,74,74,0,0
92,#acc2e7,settled,1,17,17,584.507,2.55919,3672.57,0,0,0,66,66,0,0
93,#75645b,settled,261,51890,30839,760.86,431.404,4780.62,0,0,0,29490,29490,100282,89781
94,#f1b981,settled,1,19,17,579.744,1.67182,3642.64,0,0,0,0,0,0,0
95,#ba5ba8,settled,1,33,27,600.17,4.85092,3770.98,0,0,0,128,128,0,0
96,#82b1cf,settled,1,45,34,601.559,2.70215,3779.71,0,0,0,166,166,0,0
97,#4b5343,settled,1,47,35,602.873,2.0035,3787.96,0,0,0,160,160,0,0
98,#c7a869,settled,1,42,31,654.967,3.22513,4115.28,0,0,0,0,0,0,0
99,#904a90,settled,1,27,25,677.94,6.32485,4259.62,0,0,0,14,14,0,0
100,#589fb7,settled,1,22,18,802.955,3.12644,5045.12,0,0,0,0,0,0,0
101,#d441de,settled,1,34,26,815.898,3.30971,5126.44,0,0,0,0,0,0,0
102,#9d9651,settled,1,11,13,796.395,3.0245,5003.9,0,0,0,12,12,0,0
103,#66eb78,settled,1,52,39,784.828,2.75189,4931.22,0,0,0,0,0,0,0
104,#e28d9f,settled,1,17,17,781.455,3.09817,4910.03,0,0,0,0,0,0,0
105,#aae2c6,settled,1,12,13,787.862,1.53821,4950.29,0,0,0,0,0,0,0
106,#7385ed,settled,1,20,18,778.405,4.09552,4890.86,0,0,0,0,0,0,0
107,#efd960,settled,1,47,44,817.521,3.77647,5136.64,0,0,0,0,0,0,0
108,#b87b87,settled,8,1412,840,748.007,249.526,4699.87,0,0,0,11949,11949,59,2
109,#80d1ae,settled,6,722,458,745.418,220.732,4683.6,0,0,0,816,816,150,6
110,#4973d5,settled,1,76,50,885.568,6.90704,5564.19,0,0,0,37,37,0,0
111,#c5c848,settled,1,68,50,857.713,81.7226,5389.17,0,0,0,0,0,0,0
112,#8e6a70,settled,1,72,52,669.016,2.38893,4203.55,0,0,0,268,268,0,0
113,#56bf96,settled,1,67,49,702.425,23.5021,4413.46,0,0,0,253,253,0,0
114,#d261bd,settled,1,21,19,717.984,3.14148,4511.23,0,0,0,50,50,0,0
115,#9bb6e4,settled,1,50,37,722.306,5.84109,4538.39,0,0,0,0,0,0,0
116,#645858,settled,1,39,35,692.758,5.93217,4352.73,0,0,0,0,0,0,0
117,#e0ad7e,settled,1,7,9,694.833,6.56228,4365.76,0,0,0,0,0,0,0
118,#a84fa5,settled,1,14,14,716.902,7.83528,4504.43,0,0,0,0,0,0,0
119,#71a5cc,settled,1,70,48,723.457,3.41989,4545.62,0,0,0,0,0,0,0
120,#ed4640,settled,1,72,48,727.372,4.44369,4570.22,0,0,0,193,193,0,0
121,#b69c66,settled,2,140,100,757.388,108.813,4758.81,0,0,0,675,675,307,307
122,#7ef18d,settled,1,10,12,629.307,1.90495,3954.05,0,0,0,0,0,0,0
123,#4793b4,settled,1,31,25,644.741,2.79231,4051.02,0,0,0,31,31,0,0
124,#c3e8db,settled,1,186,116,649.306,7.95497,4079.71,0,0,0,210,210,0,0
125,#8c8a4f,settled,1,18,17,644.05,2.99865,4046.69,0,0,0,20,20,0,0
126,#54e075,settled,1,13,16,701.249,3.9696,4406.08,0,0,0,0,0,0,0
127,#d0819c,settled,1,7,8,701.038,0.839439,4404.75,0,0,0,0,0,0,0
128,#99d6c3,settled,1,8,9,692.129,1.61345,4348.77,0,0,0,0,0,0,0
129,#6279ea,settled,1,22,20,714.605,3.47058,4489.99,0,0,0,76,76,0,0
130,#ddcd5d,settled,1,84,65,686.125,5.2295,4311.05,0,0,0,0,0,0,0
131,#a67085,settled,1,59,41,722.142,14.3556,4537.35,0,0,0,346,346,0,0
132,#6fc5ab,settled,1,63,47,737.171,5.73453,4631.78,0,0,0,80,80,0,0
133,#eb66d2,settled,1,111,74,734.318,7.25675,4613.86,0,0,0,566,566,0,0
134,#b3bc46,settled,2,189,125,626.139,71.9789,3934.15,0,0,0,42,42,17,0
135,#7c5e6d,settled,1,17,17,612.64,1.37437,3849.33,0,0,0,19,19,0,0
136,#45b393,settled,1,10,12,622.319,2.35184,3910.14,0,0,0,36,36,0,0
137,#c155ba,settled,1,9,10,624.819,1.60764,3925.85,0,0,0,28,28,0,0
138,#89aae1,settled,4,475,300,693.834,12.8156,4359.49,0,0,0,0,0,40,0
139,#524d55,settled,1,18,17,600.875,0.788343,3775.41,0,0,0,38,38,0,0
140,#cea17b,settled,1,51,41,593.961,4.46028,3731.96,0,0,0,0,0,0,0
141,#9743a3,settled,1,35,28,587.253,3.116,3689.82,0,0,0,43,43,0,0
142,#5f99c9,settled,1,8,10,593.432,1.89126,3728.65,0,0,0,0,0,0,0
143,#dbeef0,settled,1,35,26,604.121,2.34057,3795.8,0,0,0,203,203,0,0
144,#a49064,settled,1,54,45,703.21,20.4723,4418.4,0,0,0,0,0,0,0
145,#6de58a,settled,1,32,25,630.827,0.896662,3963.6,0,0,0,23,23,0,0
146,#e987b1,settled,1,10,11,681.367,3.1281,4281.15,0,0,0,0,0,0,0
147,#b1dcd8,settled,1,79,53,601.868,2.02317,3781.65,0,0,0,0,0,0,0
148,#7a7e4c,settled,1,22,20,606.829,0.616351,3812.82,0,0,0,0,0,0,0
149,#43d472,settled,1,62,45,600.62,0.484554,3773.81,0,0,0,0,0,0,0
150,#bf759a,settled,1,53,43,606.215,0.966424,3808.96,0,0,0,0,0,0,0
151,#87cbc0,settled,1,7,10,571.397,1.64308,3590.19,0,0,0,12,12,0,0
152,#506de7,settled,1,19,18,605.172,1.45739,3802.41,0,0,0,0,0,0,0
153,#ccc15b,settled,1,18,16,680.445,1.87886,4275.36,0,0,0,0,0,0,0
154,#956482,settled,1,78,50,668.783,7.91456,4202.09,0,0,0,129,129,0,0
155,#5db9a8,settled,1,215,131,752.527,10.1405,4728.26,0,0,0,0,0,0,0
156,#d95bcf,settled,1,7,9,762.377,2.15322,4790.16,0,0,0,0,0,0,0
157,#a2b043,settled,1,18,20,753.966,5.52012,4737.31,0,0,0,0,0,0,0
158,#6b526a,settled,1,12,12,747.792,2.6032,4698.51,0,0,0,0,0,0,0
159,#e7a790,settled,1,20,19,745.452,3.82717,4683.81,0,0,0,0,0,0,0
160,#af49b8,settled,1,149,102,737.861,12.6592,4636.12,0,0,0,0,0,0,0
161,#789ede,settled,7,631,410,904.627,175.198,5683.94,0,0,0,0,0,282,64
162,#414152,settled,1,54,50,938.337,47.3283,5895.75,0,0,0,0,0,0,0
163,#bd9579,settled,2,134,100,815.997,13.589,5127.06,0,0,0,0,0,0,0
164,#85eb9f,settled,1,7,9,667.447,2.92411,4193.69,0,0,0,0,0,0,0
165,#4e8dc6,settled,1,31,23,373.868,2.1223,2349.08,0,0,0,83,83,0,0
166,#cae2ed,settled,1,25,20,133.016,2.04665,835.767,0,0,0,0,0,0,0
167,#938461,settled,1,151,96,126.814,3.09792,796.799,0,0,0,0,0,0,0
168,#5bd987,settled,1,70,49,128.205,4.83626,805.539,0,0,0,0,0,0,0
169,#d77baf,settled,1,77,50,162.061,4.45312,1018.26,0,0,0,0,0,0,0
170,#a0d0d5,settled,1,36,32,713.671,2.92632,4484.13,0,0,0,48,48,0,0
171,#697249,settled,1,70,51,610.536,52.2023,3836.11,0,0,0,0,0,0,0
172,#e4c770,settled,1,13,12,452.718,23.0097,2844.51,0,0,0,0,0,0,0
173,#ad6997,settled,1,311,177,552.391,6.75587,3470.78,0,0,0,0,0,0,0
174,#76bfbd,settled,1,21,18,536.155,0.928301,3368.76,0,0,0,0,0,0,0
175,#f260e4,settled,1,162,96,610.504,4.25101,3835.91,0,0,0,0,0,0,0
176,#bab658,settled,1,75,50,645.708,1.54464,4057.1,0,0,0,0,0,0,0
177,#83587f,settled,1,47,37,695.946,3.89573,4372.76,0,0,0,0,0,0,0
178,#4cada5,settled,1,18,17,700.905,4.29141,4403.92,0,0,0,0,0,0,0
179,#c84fcd,settled,1,33,28,718.282,7.21639,4513.1,0,0,0,0,0,0,0
180,#90a440,settled,1,9,11,728.003,28.6219,4574.18,0,0,0,0,0,0,0
181,#594667,settled,1,19,17,606.676,0.769542,3811.86,0,0,0,0,0,0,0
182,#d59b8e,settled,1,76,50,592.697,11.0173,3724.02,0,0,0,0,0,0,0
183,#9ef0b4,settled,1,13,12,598.983,2.21811,3763.52,0,0,0,0,0,0,0
184,#6693db,settled,1,49,35,601.797,3.29468,3781.2,0,0,0,0,0,0,0
185,#e2e74f,settled,1,52,39,582.492,5.19561,3659.91,0,0,0,0,0,0,0
186,#ab8976,settled,1,18,16,545.139,2.27431,3425.21,0,0,0,0,0,0,0
187,#74df9c,settled,1,37,28,550.037,2.81433,3455.99,0,0,0,0,0,0,0
188,#f080c4,settled,1,37,27,557.542,4.04746,3503.14,0,0,0,24,24,0,0
189,#b8d6ea,settled,1,13,13,560.182,2.33254,3519.73,0,0,0,0,0,0,0
190,#81785e,settled,1,21,18,559.138,3.9012,3513.17,0,0,0,24,24,0,0
191,#4acd85,settled,1,31,28,559.111,1.63376,3513,0,0,0,0,0,0,0
192,#c66fac,settled,1,89,59,561.603,6.68028,3528.66,0,0,0,0,0,0,0
193,#8ec4d2,settled,1,28,22,562.85,2.69428,3536.49,0,0,0,0,0,0,0
194,#576646,settled,1,68,50,478.704,13.8752,3007.78,0,0,0,0,0,0,0
195,#d3bb6d,settled,2,268,169,501.435,1.8127,3150.61,0,0,0,0,0,0,0
196,#9c5d94,settled,1,11,13,819.02,3.48352,5146.05,0,0,0,17,17,0,0
197,#64b3ba,settled,1,8,10,817.583,1.3864,5137.03,0,0,0,0,0,0,0
198,#e054e2,settled,1,60,46,826.742,4.48444,5194.57,0,0,0,0,0,0,0
199,#a9aa55,settled,1,72,49,870.503,15.5656,5469.53,0,0,0,0,0,0,0
200,#724c7c,settled,1,17,15,631.953,2.14323,3970.68,0,0,0,17,17,0,0
201,#eea1a3,settled,1,143,88,686.566,6.07449,4313.82,0,0,0,148,148,0,0
202,#b643ca,settled,1,21,19,685.677,1.71229,4308.23,0,0,0,45,45,0,0
203,#7f98f0,settled,1,23,20,693.61,2.02481,4358.08,0,0,0,23,23,0,0
204,#48ee64,settled,1,23,18,706.688,1.9005,4440.25,0,0,0,0,0,0,0
205,#c48f8b,settled,1,16,16,712.454,2.05624,4476.48,0,0,0,0,0,0,0
206,#8ce4b1,settled,1,132,80,688.092,1.75278,4323.41,0,0,0,0,0,0,0
207,#5587d9,settled,1,31,28,704.032,2.20005,4423.56,0,0,0,0,0,0,0
208,#d1db4c,settled,1,114,72,689.099,2.99786,4329.74,0,0,0,0,0,0,0
209,#9a7e73,settled,1,38,31,692.501,3.07824,4351.12,0,0,0,0,0,0,0
210,#62d39a,settled,1,50,38,623.463,1.60628,3917.33,0,0,0,0,0,0,0
211,#de74c1,settled,1,16,14,621.081,1.66784,3902.37,0,0,0,0,0,0,0
212,#a7cae7,settled,1,26,23,620.763,2.55415,3900.37,0,0,0,0,0,0,0
213,#706c5b,settled,1,25,21,733.415,8.93118,4608.19,0,0,0,0,0,0,0
214,#ebc182,settled,1,10,12,732.585,9.46287,4602.97,0,0,0,0,0,0,0
215,#b463a9,settled,1,29,26,816.118,5.12754,5127.82,0,0,0,0,0,0,0
216,#7db8cf,settled,1,18,19,769.138,3.58974,4832.64,0,0,0,0,0,0,0
217,#465b43,settled,1,30,27,735.738,2.35674,4622.78,0,0,0,0,0,0,0
218,#c1af6a,settled,1,57,45,787.798,26.1416,4949.88,0,0,0,0,0,0,0
219,#8a5191,settled,1,235,135,838.252,4.37888,5266.89,0,0,0,0,0,0,0
220,#53a7b8,settled,1,71,48,830.465,9.33336,5217.97,0,0,0,0,0,0,0
221,#cf48df,settled,2,199,130,936.904,94.7328,5886.74,0,0,0,0,0,0,0
222,#979e52,settled,1,13,14,732.212,1.3416,4600.62,0,0,0,0,0,0,0
223,#604079,settled,1,81,55,735.648,1.01563,4622.21,0,0,0,195,195,0,0
224,#dc95a0,settled,1,70,50,735.611,3.80254,4621.98,0,0,0,240,240,0,0
225,#a5eac6,settled,1,357,214,745.639,6.50425,4684.99,0,0,0,1877,1877,0,0
226,#6d8cee,settled,1,21,17,715.673,1.20245,4496.71,0,0,0,52,52,0,0
227,#e9e161,settled,1,17,16,714.83,1.43242,4491.41,0,0,0,59,59,0,0
228,#b28388,settled,1,51,50,720.212,7.66153,4525.23,0,0,0,384,384,0,0
229,#7bd9af,settled,1,71,50,748.865,6.43551,4705.25,0,0,0,659,659,0,0
230,#437bd6,settled,1,18,16,829.756,34.8868,5213.51,0,0,0,0,0,0,0
231,#bfcf49,settled,1,8,10,893.273,33.9701,5612.6,0,0,0,0,0,0,0
232,#887270,settled,1,14,14,350.087,1.15992,2199.66,0,0,0,36,36,0,0
233,#51c797,settled,1,9,10,689.532,25.4907,4332.45,0,0,0,0,0,0,0
234,#cd69be,settled,1,34,26,614.006,1.32097,3857.91,0,0,0,80,80,0,0
235,#95bee4,settled,1,10,10,612.799,0.968822,3850.33,0,0,0,10,10,0,0
236,#5e6058,settled,3,147,106,609.018,53.3184,3826.57,0,0,0,15,15,0,0
237,#dab57f,settled,1,151,96,493.39,6.63732,3100.06,0,0,0,185,185,0,0
238,#a357a6,settled,1,15,14,481.479,1.50053,3025.22,0,0,0,19,19,0,0
239,#6baccd,settled,1,69,47,456.114,9.95376,2865.85,0,0,0,108,108,0,0
240,#e74e41,settled,1,64,50,555.401,64.2323,3489.69,0,0,0,216,216,0,0
241,#b0a367,settled,1,77,50,541.84,7.82551,3404.48,0,0,0,121,121,0,0
242,#79468e,settled,1,165,98,64.6948,5.08791,406.489,0,0,0,0,0,0,0
243,#419bb5,settled,1,74,50,369.317,11.1065,2320.49,0,0,0,170,170,0,0
244,#bdf0db,settled,1,22,19,767.984,1.78003,4825.39,0,0,0,0,0,0,0
245,#86924f,settled,1,65,50,500.113,1.77695,3142.3,0,0,0,0,0,0,0
246,#4fe776,settled,1,8,9,856.747,22.4239,5383.1,0,0,0,0,0,0,0
247,#cb899d,settled,1,22,19,859.53,2.73927,5400.59,0,0,0,0,0,0,0
248,#93dec4,settled,1,67,48,871.902,48.5116,5478.32,0,0,0,121,121,0,0
249,#5c80eb,settled,1,18,16,872.708,3.38613,5483.38,0,0,0,27,27,0,0
250,#d8d55e,settled,1,28,24,823.555,11.9388,5174.55,0,0,0,0,0,0,0
251,#a17785,settled,1,26,24,829.496,3.74229,5211.88,0,0,0,0,0,0,0
252,#69cdac,settled,1,73,50,887.611,20.5723,5577.02,0,0,0,0,0,0,0
253,#e56ed3,settled,1,63,50,848.635,57.9988,5332.13,0,0,0,0,0,0,0
254,#aec446,settled,1,185,110,719.807,5.75486,4522.68,0,0,0,46,46,0,0
255,#77666d,settled,1,39,34,719.311,4.16259,4519.57,0,0,0,46,46,0,0
256,#3fbb94,settled,1,8,9,717.779,1.62406,4509.94,0,0,0,0,0,0,0
257,#bb5dbb,settled,1,9,9,707.77,1.54062,4447.05,0,0,0,0,0,0,0
258,#84b2e2,settled,1,30,24,644.656,3.54821,4050.49,0,0,0,0,0,0,0
259,#4d5456,settled,1,16,15,648.638,2.39635,4075.51,0,0,0,0,0,0,0
260,#c8a97c,settled,1,18,20,721.073,3.63242,4530.64,0,0,0,0,0,0,0
261,#914ba3,settled,1,141,89,717.66,5.52091,4509.19,0,0,0,0,0,0,0
262,#5aa1ca,settled,1,60,44,605.527,3.66989,3804.64,0,0,0,231,231,0,0
263,#d642f1,settled,2,363,219,726.304,78.8409,4563.5,0,0,0,8206,8206,17,0
264,#9e9764,settled,20,5780,3294,671.346,220.364,4218.19,0,0,0,604,604,299,0
265,#67ed8b,settled,1,328,193,598.394,4.46175,3759.82,0,0,0,1980,1980,0,0
266,#e38eb2,settled,1,9,10,867.38,21.9525,5449.91,0,0,0,0,0,0,0
267,#ace4d9,settled,1,220,132,828.846,11.6139,5207.79,0,0,0,0,0,0,0
268,#74864d,settled,1,16,15,398.217,1.07469,2502.07,0,0,0,23,23,0,0
269,#f0db73,settled,1,43,39,395.526,5.44603,2485.16,0,0,0,53,53,0,0
270,#b97d9a,settled,3,53,56,462.994,46.2375,2909.08,0,0,0,26,26,0,0
271,#82d2c1,settled,1,19,19,444.363,1.86679,2792.02,0,0,0,70,70,0,0
272,#4a74e8,settled,1,15,16,441.456,2.74508,2773.75,0,0,0,65,65,0,0
273,#c6c95b,settled,4,516,348,590.119,124.662,3707.83,0,0,0,2354,2354,0,0
274,#8f6b82,settled,2,92,67,634.786,47.9105,3988.48,0,0,0,125,125,13,4
275,#58c1a9,settled,2,142,105,744.464,82.8734,4677.61,0,0,0,933,933,0,0
276,#d462d0,settled,1,7,8,326.782,1.56341,2053.23,0,0,0,0,0,0,0
277,#9cb843,settled,1,21,19,314.289,1.45111,1974.74,0,0,0,0,0,0,0
278,#655a6b,settled,1,44,42,338.775,6.26765,2128.58,0,0,0,0,0,0,0
279,#e1af91,settled,1,43,33,370.036,7.62783,2325.01,0,0,0,0,0,0,0
280,#aa51b8,settled,1,73,51,603.986,45.3316,3794.96,0,0,0,0,0,0,0
281,#72a6df,settled,1,52,40,752.916,31.6611,4730.71,0,0,0,0,0,0,0
282,#ee4853,settled,1,18,18,508.516,2.58112,3195.1,0,0,0,18,18,0,0
283,#b79d79,settled,1,120,76,477.195,6.06223,2998.3,0,0,0,0,0,0,0
284,#803fa1,settled,1,151,94,140.838,4.42846,884.91,0,0,0,0,0,0,0
285,#4895c7,settled,1,19,16,161.72,3.67355,1016.12,0,0,0,0,0,0,0
286,#c4e9ee,settled,7,575,397,649.889,91.8226,4083.37,0,0,0,0,0,52,2
287,#8d8c62,settled,1,7,8,600.073,5.84074,3770.37,0,0,0,63,63,0,0
288,#56e188,settled,1,73,50,532.089,23.103,3343.22,0,0,0,752,752,0,0
289,#d282af,settled,1,76,50,519.888,16.8244,3266.55,0,0,0,855,855,0,0
290,#9ad8d6,settled,3,226,150,633.026,36.3588,3977.42,0,0,0,0,0,47,0
291,#637a4a,settled,1,23,21,756.969,2.86878,4756.18,0,0,0,0,0,0,0
292,#dfcf70,settled,1,26,23,755.25,2.57541,4745.38,0,0,0,0,0,0,0
293,#a87197,settled,1,37,32,770.69,2.95708,4842.39,0,0,0,0,0,0,0
294,#70c6be,settled,1,18,18,716.692,1.03877,4503.11,0,0,0,0,0,0,0
295,#ec68e5,settled,1,23,22,715.472,1.66592,4495.44,0,0,0,0,0,0,0
296,#b5bd58,settled,1,39,31,679.269,2.76436,4267.97,0,0,0,0,0,0,0
297,#7e5f80,settled,1,73,50,881.348,26.5036,5537.67,0,0,0,278,278,0,0
298,#46b5a6,settled,1,59,49,887.377,4.09689,5575.55,0,0,0,105,105,0,0
299,#c256cd,settled,1,129,79,630.725,5.77571,3962.96,0,0,0,0,0,0,0
300,#8bac41,settled,1,7,9,694.62,3.09863,4364.42,0,0,0,7,7,0,0
301,#544e68,settled,1,81,51,703.035,3.86447,4417.3,0,0,0,0,0,0,0
302,#cfa38e,settled,1,51,42,586.305,1.07532,3683.87,0,0,0,0,0,0,0
303,#9845b6,settled,1,62,46,642.17,9.15749,4034.87,0,0,0,197,197,0,0
