cube_id,exit_code,wall_seconds
z04352_y03712_x02304,0,20.96
z04352_y03712_x03456,0,14.20
z04352_y03712_x02688,0,17.74
z04352_y03584_x03072,0,24.69
z04352_y03584_x03328,0,24.17
z04352_y03456_x02944,0,31.46
z04352_y03584_x03456,0,24.52
z04352_y03584_x02944,0,27.06
z04352_y03712_x02432,0,23.96
z04352_y03584_x03200,0,27.52
z04352_y03840_x02304,0,21.45
z04352_y03712_x02816,0,26.93
z04352_y03840_x03072,0,19.33
z04352_y03712_x03328,0,30.45
z04352_y03840_x02432,0,30.02
z04352_y03840_x03200,0,23.90
z04352_y03840_x02944,0,27.25
z04352_y03840_x02816,0,29.34
z04352_y03840_x03328,0,27.72
z04352_y03840_x02688,0,32.11
z04480_y02816_x02304,0,24.51
z04480_y02816_x02944,0,25.86
z04480_y02816_x03072,0,24.94
z04352_y03968_x03456,0,28.86
z04352_y03840_x03456,0,35.79
z04480_y02816_x02432,0,28.25
z04480_y02816_x02816,0,27.48
z04480_y02816_x02688,0,28.20
z04480_y02816_x03456,0,18.71
z04480_y02816_x03200,0,24.46
z04480_y02944_x02432,0,15.23
z04480_y02816_x03328,0,22.74
z04480_y02816_x02560,0,31.48
z04352_y03968_x03328,0,33.69
z04352_y03968_x03200,0,36.02
z04480_y02944_x02304,0,20.09
z04480_y02944_x02560,0,18.94
z04352_y03968_x02688,0,41.39
z04352_y03840_x02560,0,50.38
z04352_y03968_x03072,0,42.44
z04480_y03072_x02304,0,12.00
z04352_y03968_x02944,0,44.89
z04480_y02944_x03072,0,20.13
z04352_y03968_x02304,0,50.78
z04480_y03072_x03200,0,12.30
z04480_y03072_x03456,0,12.60
z04480_y03072_x03328,0,14.58
z04480_y03072_x03072,0,15.54
z04480_y03072_x02944,0,16.55
z04352_y03968_x02560,0,53.20
z04480_y03200_x03456,0,5.99
z04352_y03968_x02432,0,55.81
z04480_y03072_x02432,0,21.72
z04480_y03200_x03328,0,9.54
z04480_y03200_x02304,0,17.63
z04352_y03968_x02816,0,55.84
z04480_y02944_x03200,0,27.69
z04480_y03200_x03200,0,12.88
z04480_y03328_x02816,0,7.04
z04480_y03328_x02944,0,7.76
z04480_y03328_x03456,0,5.52
z04480_y03200_x02944,0,18.13
z04480_y03200_x03072,0,17.95
z04480_y02944_x02944,0,36.97
z04480_y02944_x03456,0,30.44
z04480_y03456_x02432,0,8.05
z04352_y03712_x02944,0,75.76
z04480_y02944_x03328,0,32.57
z04480_y03328_x02432,0,16.29
z04480_y03328_x03328,0,10.67
z04480_y03584_x02432,0,2.80
z04480_y03200_x02432,0,26.81
z04480_y03200_x02560,0,26.36
z04480_y02944_x02688,0,45.02
z04480_y03072_x02816,0,33.30
z04480_y03328_x02688,0,16.72
z04480_y03456_x02304,0,13.08
z04480_y03456_x03328,0,8.11
z04480_y03328_x03200,0,16.66
z04480_y03328_x02560,0,19.13
z04480_y03584_x02304,0,8.61
z04480_y03456_x02688,0,15.54
z04480_y03200_x02688,0,32.00
z04480_y03456_x02560,0,16.59
z04480_y03328_x03072,0,20.79
z04480_y02944_x02816,0,49.83
z04480_y03072_x02560,0,40.29
z04480_y03456_x03200,0,13.35
z04480_y03584_x02560,0,10.58
z04480_y03328_x02304,0,25.78
z04480_y03072_x02688,0,40.49
z04480_y03584_x03072,0,12.80
z04480_y03584_x03200,0,13.08
z04480_y03456_x03072,0,20.55
z04480_y03456_x02816,0,22.67
z04480_y03200_x02816,0,40.26
z04480_y03456_x03456,0,20.97
z04352_y03712_x03072,0,94.57
z04480_y03584_x02688,0,19.76
z04480_y03712_x02304,0,17.04
z04480_y03584_x02816,0,20.43
z04480_y03712_x02688,0,17.76
z04480_y03712_x02560,0,19.92
z04480_y03712_x02944,0,22.17
z04480_y03712_x03456,0,19.56
z04480_y03712_x03072,0,22.75
z04480_y03712_x02432,0,24.88
z04480_y03456_x02944,0,34.34
z04480_y03584_x02944,0,28.02
z04480_y03840_x02816,0,19.62
z04480_y03840_x03072,0,20.05
z04480_y03712_x02816,0,25.87
z04480_y03584_x03456,0,28.92
z04480_y03840_x02944,0,23.76
z04480_y03840_x03200,0,25.66
z04480_y03584_x03328,0,35.60
z04480_y03968_x02944,0,21.69
z04480_y03840_x03328,0,27.14
z04608_y02816_x03456,0,12.20
z04480_y03840_x02688,0,34.05
z04352_y03712_x03200,0,121.88
z04480_y03840_x02560,0,37.87
z04608_y02816_x02944,0,18.60
z04608_y02816_x03328,0,17.25
z04480_y03968_x02816,0,29.55
z04608_y02816_x03072,0,19.18
z04480_y03840_x03456,0,35.96
z04480_y03840_x02304,0,42.19
z04608_y02816_x03200,0,22.55
z04480_y03968_x03456,0,29.00
z04480_y03968_x03328,0,31.11
z04480_y03968_x02560,0,38.62
z04480_y03968_x03072,0,35.81
z04608_y02944_x02304,0,24.14
z04608_y02816_x02688,0,30.69
z04608_y02816_x02816,0,30.32
z04480_y03968_x02688,0,42.01
z04480_y03968_x02432,0,44.08
z04608_y02944_x02560,0,25.28
z04608_y02816_x02560,0,35.57
z04480_y03840_x02432,0,56.05
z04480_y03712_x03200,0,58.72
z04608_y03072_x03200,0,13.75
z04608_y03072_x03072,0,13.90
z04480_y03968_x02304,0,51.38
z04608_y03072_x02304,0,19.78
z04608_y02944_x02432,0,31.94
z04608_y03072_x03456,0,14.19
z04608_y03072_x02432,0,23.85
z04608_y03072_x03328,0,16.19
z04608_y03200_x03328,0,7.64
z04608_y03200_x03456,0,6.31
z04608_y02816_x02432,0,45.84
z04608_y02944_x03072,0,30.15
z04608_y02944_x03328,0,26.82
z04480_y03968_x03200,0,52.95
z04480_y03712_x03328,0,67.39
z04608_y02944_x03456,0,28.10
z04608_y03200_x02304,0,18.59
z04608_y02944_x03200,0,30.06
z04608_y02944_x02816,0,36.15
z04608_y02816_x02304,0,50.60
z04608_y03200_x03200,0,12.92
z04608_y03072_x02944,0,25.46
z04608_y02944_x02688,0,36.80
z04608_y03328_x03456,0,6.09
z04608_y02944_x02944,0,38.95
z04608_y03328_x02432,0,14.82
z04608_y03328_x02816,0,11.99
z04608_y03328_x02944,0,12.39
z04608_y03584_x02304,0,6.77
z04608_y03200_x03072,0,21.83
z04608_y03200_x02560,0,26.15
z04608_y03456_x02432,0,11.43
z04608_y03200_x02944,0,22.59
z04608_y03584_x02432,0,8.14
z04608_y03456_x03328,0,9.03
z04608_y03456_x02304,0,14.17
z04608_y03328_x03328,0,14.99
z04608_y03456_x02688,0,14.00
z04608_y03328_x03200,0,16.47
z04608_y03328_x03072,0,17.45
z04608_y03456_x03456,0,12.37
z04608_y03328_x02688,0,22.59
z04608_y03584_x02560,0,10.89
z04608_y03328_x02560,0,23.19
z04608_y03200_x02432,0,32.34
z04608_y03072_x02688,0,40.53
z04608_y03072_x02560,0,43.73
z04608_y03072_x02816,0,41.63
z04608_y03328_x02304,0,25.81
z04608_y03712_x02560,0,6.77
z04608_y03200_x02688,0,33.65
z04608_y03456_x02560,0,20.52
z04608_y03456_x02816,0,19.88
z04608_y03456_x03200,0,18.25
z04608_y03584_x03200,0,13.13
z04608_y03712_x02304,0,12.65
z04608_y03712_x02688,0,14.12
z04608_y03712_x02432,0,16.65
z04608_y03584_x03328,0,20.21
z04608_y03456_x03072,0,28.60
z04608_y03584_x03072,0,21.98
z04608_y03584_x02688,0,24.66
z04608_y03456_x02944,0,31.84
z04608_y03584_x03456,0,23.97
z04608_y03712_x02816,0,23.62
z04608_y03200_x02816,0,52.18
z04608_y03584_x02816,0,30.13
z04608_y03584_x02944,0,31.12
z04608_y03968_x02432,0,20.56
z04608_y03840_x02432,0,25.64
z04608_y03712_x02944,0,29.64
z04608_y03712_x03456,0,28.06
z04608_y03840_x03328,0,25.85
z04608_y03840_x02304,0,29.08
z04608_y03840_x03200,0,27.07
z04608_y03840_x03072,0,27.60
z04608_y03712_x03072,0,33.31
z04608_y03968_x02304,0,29.09
z04608_y03968_x03200,0,18.87
z04608_y03968_x03456,0,18.23
z04608_y03968_x03328,0,21.08
z04608_y03840_x02944,0,34.35
z04608_y03968_x03072,0,24.62
z04608_y03840_x03456,0,34.49
z04608_y03968_x02816,0,30.28
z04608_y03840_x02816,0,37.14
z04608_y03968_x02560,0,33.22
z04736_y02816_x03200,0,14.28
z04608_y03840_x02560,0,39.74
z04736_y02816_x03328,0,14.82
z04736_y02816_x03072,0,18.89
z04608_y03968_x02944,0,31.77
z04736_y02816_x03456,0,15.16
z04608_y03712_x03200,0,43.53
z04608_y03968_x02688,0,35.00
z04736_y02944_x03456,0,11.39
z04736_y02944_x03328,0,13.73
z04608_y03712_x03328,0,52.39
z04736_y02816_x02944,0,32.49
z04736_y02944_x03200,0,22.86
z04736_y02944_x02432,0,28.27
z04736_y03072_x02304,0,20.60
z04736_y02944_x02304,0,30.06
z04736_y03072_x03200,0,18.13
z04736_y02944_x02560,0,31.14
z04736_y03072_x03456,0,18.07
z04736_y02816_x02816,0,38.36
z04736_y03072_x03072,0,21.98
z04736_y03200_x02304,0,20.95
z04736_y03200_x03456,0,6.65
z04736_y03072_x03328,0,23.61
z04736_y02944_x02688,0,35.39
z04736_y02816_x02304,0,49.09
z04608_y03840_x02688,0,64.73
z04736_y03200_x03328,0,9.15
z04736_y02944_x03072,0,32.68
z04736_y03072_x02432,0,30.49
z04736_y02944_x02816,0,38.62
z04736_y03328_x03456,0,4.87
z04736_y03200_x03200,0,15.14
z04736_y02944_x02944,0,37.76
z04736_y03200_x02688,0,28.73
z04736_y03200_x02560,0,30.28
z04736_y02816_x02432,0,55.29
z04736_y03328_x02944,0,12.98
z04736_y03328_x03072,0,12.23
z04736_y03072_x02944,0,35.96
z04736_y03200_x03072,0,23.39
z04736_y03200_x02944,0,27.01
z04736_y03328_x02432,0,17.53
z04736_y03456_x02432,0,9.96
z04736_y03456_x03456,0,7.76
z04736_y03584_x02304,0,6.87
z04736_y03328_x03328,0,15.00
z04736_y03584_x02432,0,5.94
z04736_y03456_x02688,0,13.00
z04736_y03328_x02816,0,19.00
z04736_y03328_x02304,0,22.79
z04736_y03456_x03328,0,10.48
z04736_y03456_x02304,0,16.16
z04736_y03328_x02560,0,22.43
z04736_y03328_x03200,0,17.70
z04736_y03200_x02432,0,38.63
z04736_y03456_x02560,0,17.15
z04736_y02816_x02688,0,62.71
z04736_y03456_x02816,0,18.78
z04736_y02816_x02560,0,68.31
z04736_y03456_x03200,0,18.00
z04736_y03712_x02432,0,8.98
z04736_y03584_x03200,0,12.48
z04736_y03328_x02688,0,27.79
z04736_y03200_x02816,0,41.01
z04736_y03712_x02304,0,10.98
z04736_y03712_x02688,0,10.04
z04736_y03712_x02560,0,10.38
z04736_y03584_x03328,0,13.37
z04736_y03712_x02816,0,12.59
z04736_y03456_x02944,0,25.62
z04736_y03584_x02560,0,19.92
z04736_y03456_x03072,0,25.62
z04736_y03072_x02816,0,56.55
z04736_y03072_x02560,0,58.37
z04736_y03584_x02688,0,23.92
z04736_y03584_x03456,0,22.99
z04736_y03584_x03072,0,25.81
z04736_y03712_x02944,0,22.82
z04736_y03584_x02816,0,31.21
z04736_y03712_x03072,0,26.64
z04736_y03072_x02688,0,68.50
z04736_y03584_x02944,0,33.90
z04736_y03840_x02560,0,30.42
z04736_y03840_x02432,0,33.41
z04736_y03840_x03328,0,30.02
z04736_y03840_x03456,0,30.21
z04736_y03968_x03328,0,24.56
z04736_y03968_x03456,0,23.92
z04736_y03968_x03200,0,26.09
z04736_y03840_x02688,0,36.76
z04736_y03840_x03200,0,33.95
z04736_y03968_x02304,0,33.30
z04864_y02816_x03328,0,14.45
z04736_y03712_x03328,0,43.61
z04736_y03840_x02304,0,43.57
z04736_y03968_x02432,0,36.50
z04736_y03968_x03072,0,33.67
z04864_y02816_x03200,0,20.95
z04864_y02816_x02688,0,27.16
z04864_y02816_x03456,0,15.03
z04864_y02816_x02560,0,30.79
z04736_y03840_x02816,0,44.83
z04736_y03712_x03456,0,49.42
z04736_y03712_x03200,0,52.01
z04736_y03840_x03072,0,47.97
z04736_y03840_x02944,0,48.40
z04736_y03968_x02944,0,44.21
z04864_y02816_x03072,0,37.37
z04864_y02816_x02944,0,39.18
z04864_y03072_x02304,0,20.45
z04864_y02816_x02304,0,49.07
z04864_y02944_x03200,0,24.52
z04864_y02944_x03328,0,26.19
z04864_y02944_x02432,0,32.01
z04864_y03200_x02304,0,18.29
z04864_y02944_x02560,0,32.30
z04736_y03968_x02816,0,62.42
z04864_y02816_x02816,0,49.74
z04864_y02944_x02688,0,35.16
z04864_y02944_x02816,0,35.27
z04864_y03072_x02432,0,29.70
z04864_y03200_x03328,0,9.47
z04864_y03072_x03456,0,25.08
z04864_y03200_x03456,0,7.43
z04736_y03968_x02560,0,66.76
z04736_y03968_x02688,0,66.99
z04864_y02944_x02944,0,38.50
z04864_y03200_x03200,0,12.41
z04864_y02944_x03456,0,35.82
z04864_y03072_x03200,0,29.63
z04864_y02944_x03072,0,39.02
z04864_y03456_x02432,0,4.02
z04864_y03072_x03072,0,32.03
z04864_y02944_x02304,0,46.09
z04864_y03072_x03328,0,33.20
z04864_y03584_x02432,-2,0.00
z04864_y03328_x03456,0,7.95
z04864_y03328_x03072,0,11.55
z04864_y03456_x02816,0,8.15
z04864_y03072_x02944,0,38.06
z04864_y03328_x02944,0,14.59
z04864_y03328_x03328,0,13.79
z04864_y03456_x03456,0,8.86
z04864_y03200_x03072,0,24.40
z04864_y03584_x02304,0,9.04
z04864_y02816_x02432,0,72.65
z04864_y03328_x02560,0,20.09
z04864_y03200_x02688,0,35.29
z04864_y03072_x02560,0,46.38
z04864_y03456_x02688,0,14.18
z04864_y03328_x02432,0,21.36
z04864_y03328_x03200,0,18.27
z04864_y03200_x02944,0,28.79
z04864_y03456_x02944,0,15.72
z04864_y03328_x02816,0,24.04
z04864_y03456_x02304,0,20.98
z04864_y03328_x02688,0,27.16
z04864_y03456_x03328,0,19.16
z04864_y03584_x03328,0,10.73
z04864_y03712_x02432,0,10.77
z04864_y03328_x02304,0,31.18
z04864_y03456_x03200,0,22.37
z04864_y03712_x02560,0,12.15
z04864_y03072_x02688,0,56.53
z04864_y03712_x02304,0,13.74
z04864_y03584_x02560,0,20.27
z04864_y03712_x02688,0,13.78
z04864_y03072_x02816,0,58.58
z04864_y03712_x02816,0,15.37
z04864_y03584_x02688,0,23.26
z04864_y03456_x02560,0,31.41
z04864_y03584_x03200,0,20.53
z04864_y03584_x03456,0,19.87
z04864_y03456_x03072,0,30.97
z04864_y03200_x02816,0,47.10
z04864_y03200_x02432,0,56.93
z04864_y03584_x02816,0,26.99
z04864_y03584_x03072,0,27.70
z04864_y03840_x02688,0,19.09
z04864_y03712_x03200,0,26.52
z04864_y03712_x02944,0,27.87
z04864_y03200_x02560,0,66.22
z04864_y03712_x03328,0,30.71
z04864_y03840_x03456,0,22.44
z04864_y03712_x03456,0,31.64
z04864_y03584_x02944,0,39.98
z04864_y03840_x02816,0,28.55
z04864_y03840_x02560,0,33.05
z04864_y03712_x03072,0,39.55
z04864_y03840_x02432,0,36.06
z04864_y03968_x02560,0,29.00
z04864_y03840_x03328,0,32.06
z04864_y03840_x03200,0,34.57
z04864_y03840_x02944,0,36.03
z04864_y03968_x02304,0,33.22
z04992_y02816_x02688,0,23.60
z04864_y03968_x02432,0,34.40
z04864_y03968_x02688,0,34.92
z04992_y02816_x03328,0,18.44
z04992_y02816_x02816,0,26.74
z04864_y03840_x02304,0,46.55
z04864_y03968_x02944,0,35.08
z04992_y02816_x03456,0,18.41
z04864_y03968_x03200,0,35.40
z04864_y03968_x03072,0,40.43
z04992_y02944_x03328,0,13.19
z04992_y02816_x02560,0,36.29
z04992_y02944_x03200,0,16.16
z04992_y02816_x02304,0,38.51
z04992_y02816_x03200,0,30.51
z04992_y02944_x02944,0,19.34
z04992_y02816_x03072,0,32.36
z04992_y02816_x02432,0,40.11
z04992_y02944_x02560,0,25.41
z04992_y02944_x03456,0,16.78
z04992_y02816_x02944,0,34.77
z04864_y03968_x03456,0,43.36
z04992_y02944_x02688,0,28.94
z04992_y02944_x02432,0,31.85
z04864_y03968_x03328,0,48.62
z04992_y03200_x02304,0,14.97
z04992_y03072_x03072,0,17.09
z04864_y03968_x02816,0,51.76
z04992_y02944_x03072,0,27.62
z04864_y03840_x03072,0,61.83
z04992_y02944_x02816,0,32.75
z04992_y03072_x02944,0,22.40
z04992_y03200_x03328,0,14.02
z04992_y03072_x02304,0,30.77
z04992_y03328_x03328,0,8.88
z04992_y03456_x02432,0,4.67
z04992_y02944_x02304,0,42.83
z04992_y03072_x02432,0,32.04
z04992_y03200_x03200,0,17.91
z04992_y03072_x02816,0,29.37
z04992_y03200_x03456,0,18.08
z04992_y03328_x03456,0,11.46
z04992_y03584_x02432,0,2.18
z04992_y03072_x03328,0,30.65
z04992_y03072_x02560,0,36.17
z04992_y03456_x02816,0,8.49
z04992_y03328_x02304,0,24.16
z04992_y03328_x03072,0,19.34
z04992_y03456_x03456,0,8.82
z04992_y03072_x03456,0,35.49
z04992_y03328_x03200,0,19.66
z04992_y03328_x02944,0,20.46
z04992_y03072_x03200,0,37.04
z04992_y03584_x02304,0,10.44
z04992_y03328_x02560,0,26.76
z04992_y03328_x02688,0,26.79
z04992_y03200_x03072,0,30.78
z04992_y03456_x02688,0,19.32
z04992_y03200_x02944,0,34.19
z04992_y03712_x02432,0,6.71
z04992_y03456_x02944,0,17.75
z04992_y03328_x02432,0,33.11
z04992_y03584_x02560,0,16.55
z04992_y03456_x02304,0,25.91
z04992_y03584_x03456,0,10.82
z04992_y03200_x02688,0,40.37
z04992_y03456_x03328,0,22.14
z04992_y03456_x02560,0,27.88
z04992_y03200_x02816,0,41.90
z04992_y03456_x03200,0,23.80
z04992_y03584_x03328,0,15.42
z04992_y03712_x02560,0,13.67
z04992_y03712_x02688,0,14.13
z04992_y03200_x02432,0,44.80
z04992_y03584_x02688,0,25.09
z04992_y03584_x02816,0,24.90
z04992_y03456_x03072,0,30.67
z04992_y03840_x02688,0,13.01
z04992_y03712_x02304,0,21.51
z04992_y03072_x02688,0,61.76
z04992_y03712_x02816,0,22.39
z04992_y03328_x02816,0,44.77
z04992_y03584_x03200,0,27.72
z04992_y03840_x02816,0,15.78
z04992_y03584_x03072,0,30.54
z04992_y03712_x03200,0,24.59
z04992_y03584_x02944,0,32.89
z04992_y03712_x03072,0,27.54
z04992_y03712_x03328,0,26.28
z04992_y03712_x03456,0,25.29
z04992_y03840_x02560,0,23.38
z04992_y03968_x02688,0,17.19
z04992_y03840_x02944,0,25.70
z04992_y03712_x02944,0,33.56
z04992_y03968_x02816,0,21.41
z04992_y03968_x02560,0,28.43
z04992_y03840_x03456,0,29.32
z04992_y03840_x02432,0,36.88
z04992_y03200_x02560,0,76.09
z05120_y02816_x03456,0,16.68
z05120_y02816_x03328,0,19.27
z04992_y03840_x02304,0,41.67
z04992_y03968_x03200,0,28.91
z05120_y02816_x03072,0,22.01
z04992_y03968_x03072,0,31.46
z05120_y02816_x03200,0,23.60
z04992_y03840_x03200,0,39.45
z05120_y02816_x02304,0,31.23
z04992_y03968_x03328,0,33.79
z04992_y03968_x02944,0,40.63
z05120_y02944_x03200,0,13.92
z05120_y02944_x03328,0,17.14
z05120_y02944_x02944,0,24.14
z05120_y02816_x02432,0,37.50
z05120_y02944_x02560,0,29.06
z05120_y02816_x02688,0,35.70
z04992_y03968_x02432,0,46.58
z05120_y02816_x02944,0,36.31
z05120_y02944_x03456,0,17.00
z04992_y03968_x03456,0,39.77
z05120_y02944_x02688,0,30.01
z05120_y02944_x03072,0,25.42
z05120_y02816_x02816,0,39.80
z04992_y03840_x03072,0,53.53
z05120_y02944_x02816,0,32.40
z04992_y03968_x02304,0,53.35
z05120_y02944_x02432,0,37.87
z05120_y02944_x02304,0,45.65
z05120_y03200_x03200,0,16.02
z05120_y03072_x03072,0,27.00
z05120_y02816_x02560,0,52.37
z04992_y03840_x03328,0,63.33
z05120_y03328_x02304,0,15.14
z05120_y03072_x03200,0,25.60
z05120_y03072_x03328,0,25.21
z05120_y03200_x03072,0,17.55
z05120_y03200_x03328,0,17.56
z05120_y03200_x02304,0,24.95
z05120_y03200_x02944,0,20.04
z05120_y03200_x03456,0,19.79
z05120_y03328_x03328,0,12.61
z05120_y03072_x02304,0,34.65
z05120_y03072_x02944,0,34.28
z05120_y03328_x02560,0,20.96
z05120_y03072_x02432,0,37.85
z05120_y03072_x02560,0,37.19
z05120_y03456_x02944,0,8.60
z05120_y03072_x02816,0,37.64
z05120_y03072_x03456,0,33.05
z05120_y03328_x03456,0,10.70
z05120_y03456_x02560,0,12.09
z05120_y03456_x02816,0,12.08
z05120_y03328_x02944,0,24.24
z05120_y03328_x03200,0,22.29
z05120_y03584_x02432,0,9.17
z05120_y03456_x02432,0,14.81
z05120_y03456_x03072,0,14.93
z05120_y03328_x02688,0,30.09
z05120_y03456_x03456,0,12.49
z05120_y03712_x02560,0,3.85
z05120_y03584_x02560,0,11.11
z05120_y03584_x02304,0,12.44
z05120_y03456_x03328,0,15.34
z05120_y03328_x02432,0,32.62
z05120_y03328_x03072,0,27.14
z05120_y03584_x03456,0,10.82
z05120_y03200_x02688,0,37.04
z05120_y03200_x02432,0,41.32
z05120_y03456_x02304,0,21.14
z05120_y03200_x02816,0,38.11
z05120_y03584_x03328,0,13.87
z05120_y03200_x02560,0,43.18
z05120_y03712_x02432,0,13.40
z05120_y03328_x02816,0,37.09
z05120_y03456_x03200,0,24.02
z05120_y03072_x02688,0,53.99
z05120_y03456_x02688,0,26.16
z05120_y03712_x02304,0,16.65
z05120_y03584_x02816,0,20.76
z05120_y03840_x02688,0,10.67
z05120_y03712_x02688,0,17.04
z05120_y03584_x03200,0,21.57
z05120_y03584_x02688,0,25.40
z05120_y03840_x02816,0,15.02
z05120_y03712_x02816,0,20.83
z05120_y03712_x03200,0,20.80
z05120_y03712_x03328,0,21.16
z05120_y03584_x02944,0,30.61
z05120_y03712_x02944,0,24.48
z05120_y03840_x02560,0,23.90
z05120_y03712_x03072,0,28.76
z05120_y03840_x02432,0,26.54
z05120_y03712_x03456,0,27.51
z05120_y03584_x03072,0,36.94
z05120_y03840_x02944,0,27.58
z05120_y03968_x02688,0,24.59
z05120_y03968_x02560,0,25.48
z05120_y03840_x03456,0,27.48
z05120_y03840_x03072,0,31.01
z05120_y03968_x03072,0,25.31
z05120_y03840_x03200,0,31.64
z05120_y03968_x03456,0,25.88
z05120_y03968_x02944,0,27.34
z05120_y03968_x03328,0,26.53
z05120_y03968_x02816,0,29.19
z05248_y02816_x03456,0,21.24
z05248_y02816_x02304,0,31.63
z05120_y03968_x02304,0,37.74
z05120_y03968_x03200,0,33.65
z05120_y03840_x03328,0,39.09
z05248_y02944_x02944,0,14.73
z05248_y02816_x03328,0,25.02
z05248_y02944_x03456,0,14.58
z05248_y02816_x02432,0,36.28
z05120_y03840_x02304,0,49.39
z05120_y03968_x02432,0,45.68
z05248_y02944_x03328,0,19.56
z05248_y02944_x03200,0,21.45
z05248_y02944_x02816,0,27.90
z05248_y02816_x03200,0,36.33
z05248_y02816_x03072,0,39.99
z05248_y03072_x02432,0,23.97
z05248_y02816_x02688,0,44.54
z05248_y02944_x02688,0,36.09
z05248_y02816_x02944,0,46.69
z05248_y02944_x03072,0,33.82
z05248_y03072_x03456,0,21.25
z05248_y03072_x02304,0,31.32
z05248_y02816_x02560,0,51.37
z05248_y02944_x02304,0,43.15
z05248_y02944_x02432,0,42.47
z05248_y03072_x03328,0,24.42
z05248_y03072_x02560,0,32.12
z05248_y03200_x03072,0,21.27
z05248_y03200_x02304,0,28.42
z05248_y03200_x02432,0,29.16
z05248_y03072_x03072,0,36.23
z05248_y02944_x02560,0,47.42
z05248_y03072_x02816,0,37.55
z05248_y03072_x02688,0,37.66
z05248_y03072_x02944,0,37.49
z05248_y03200_x02944,0,27.96
z05248_y03200_x03200,0,24.55
z05248_y02816_x02816,0,62.69
z05248_y03328_x03456,0,12.86
z05248_y03328_x03328,0,13.09
z05248_y03200_x03456,0,24.79
z05248_y03456_x02560,0,13.91
z05248_y03328_x03200,0,18.35
z05248_y03200_x02688,0,36.26
z05248_y03456_x02944,0,11.71
z05248_y03584_x02560,0,7.92
z05248_y03456_x03456,0,8.56
z05248_y03584_x02432,0,8.94
z05248_y03328_x03072,0,20.69
z05248_y03712_x02560,0,2.24
z05248_y03456_x03072,0,12.82
z05248_y03328_x02944,0,23.20
z05248_y03328_x02304,0,31.30
z05248_y03328_x02688,0,28.86
z05248_y03584_x02304,0,13.82
z05248_y03072_x03200,0,45.98
z05248_y03328_x02560,0,31.49
z05248_y03456_x03328,0,15.79
z05248_y03712_x02432,0,7.63
z05248_y03584_x03456,0,9.91
z05248_y03200_x03328,0,39.10
z05248_y03584_x03328,0,13.27
z05248_y03328_x02432,0,36.27
z05248_y03456_x03200,0,19.16
z05248_y03200_x02560,0,48.57
z05248_y03200_x02816,0,46.27
z05248_y03456_x02816,0,25.31
z05248_y03712_x02304,0,12.75
z05248_y03456_x02304,0,30.47
z05248_y03712_x03328,0,11.23
z05248_y03456_x02688,0,29.60
z05248_y03328_x02816,0,37.89
z05248_y03840_x02688,0,9.93
z05248_y03584_x02688,0,24.95
z05248_y03712_x02688,0,19.44
z05248_y03840_x02816,0,13.85
z05248_y03584_x03200,0,26.33
z05248_y03584_x02944,0,26.63
z05248_y03456_x02432,0,39.13
